Status,Event_Date,Start_Time,End_Time,Type,Description,Borough,LocationofEvent,EventAddress,ActualParticipants,Postcode,Latitude,Longitude,CommunityBoard,CouncilDistrict ,BIN,BBL,Census Tract (2020),Neighborhood Tabulation Area (NTA) (2020)
Completed (59),6/8/2017,11:00 AM,12:00 PM,RNY General Presentation (GEN),RNY Presentation @ Health & Wellness Fair,Queens,"Omega Psi Phi Fraternity, Inc.
Early Childhood Education Center","123-10 143rd Street
South Ozone Park, NY 11436",25,11436,40.674522,-73.795725,412,28,4261337,4120390044,182,QN1203
Completed (59),6/9/2017,11:00 AM,12:00 PM,RNY General Presentation (GEN),Bilingual RNY Emergency Preparedness Presentation,Manhattan,Jefferson Houses Senior Center,2205 First Ave  NY NY 10029,16,10029,40.794319,-73.93665,111,8,1081091,1016840001,180,MN1102
Completed (59),6/9/2017,1:00 PM,2:00 PM,RNY General Presentation (GEN),Bilingual Hurricane Preparedness Presentation for Older Adults,Manhattan,Carter Burden Lehman Senior Center,1641 Madison Ave NY NY 10029,25,10029,40.79584,-73.947866,111,8,1078867,1016150023,17401,MN1101
Completed (59),6/10/2017,10:00 AM,3:00 PM,RNY Fair (FAIR),NYPD New Recruit Family Day,Queens,NYPD Police Academy,133-30 28th Ave Flushing NY 11354,1500,,,,,,,,,
Completed (59),6/10/2017,10:30 AM,2:00 PM,RNY Fair (FAIR),Emergency Preparedness Expo,Manhattan,University Settlement,"175 Eldridge Street, Community Room",25,10002,40.720412,-73.990822,103,1,1005602,1004200062,18,MN0302
Completed (59),6/10/2017,12:00 AM,4:00 PM,RNY Fair (FAIR),Family Day at Celia Cruz HS,Bronx,Celia Cruz HS,2780 Reservoir Ave Bronx NY 10468,100,10468,40.870293,-73.898309,207,11,2015241,2032470070,409,BX0702
Completed (59),6/10/2017,10:00 AM,2:00 PM,RNY Fair (FAIR),14th Annual Health Fair,Bronx,MS 206B,2280 Aqueduct Ave,100,10468,40.859686,-73.906495,207,14,2086823,2032090001,253,BX0701
Completed (59),6/10/2017,1:00 PM,3:00 PM,RNY Fair (FAIR),Ready Girl at Hanson Health Fair,Brooklyn,Hanson Place Church,88 Hanson Place,100,11217,40.685534,-73.973909,302,35,3057491,3020040033,179,BK0203
Completed (59),6/13/2017,7:30 PM,8:00 PM,RNY General Presentation (GEN),RNY Presentation @ CB 1,Staten Island,All Saints Episcopal Church,2329 Victory Blvd.,125,10314,40.611145,-74.142053,501,50,5012794,5004740036,18901,SI0105
Completed (59),6/13/2017,10:30 AM,11:30 AM,RNY General Presentation (GEN),RNY Bilingual Presentation at RAIN Inwood Senior Center,Manhattan,Rain Inwood,84 Vermilyea Ave NY NY 10034,18,10034,40.865838,-73.923128,112,10,1064905,1022340029,291,MN1203
Completed (59),6/13/2017,12:00 PM,2:00 PM,RNY General Presentation (GEN),Keep Each Other Safe,Manhattan,The Rockefeller University,1230 York Ave,80,10065,40.763134,-73.956451,108,5,1090764,1014800010,116,MN0801
Completed (59),6/14/2017,8:00 AM,12:00 PM,RNY General Presentation (GEN),When Disaster Strikes Seminar,Manhattan,Scandinavia House � The Nordic Center in America,"58 Park Ave, New York, NY 10016",50,10016,40.749299,-73.979738,106,4,1017208,1008670037,82,MN0502
Completed (59),6/14/2017,10:30 AM,11:30 AM,RNY General Presentation (GEN),Bilingual RNY presentation for Older Adults,Queens,Woodhaven Senior Center,89-02 91st Street Woodhaven NY 11421,30,11421,40.690455,-73.852946,409,32,4185709,4089720004,18,QN0905
Completed (59),6/14/2017,8:30 AM,9:30 AM,RNY for Kids (KIDS),PS 196 CAREER DAY,Brooklyn,PS 196,"207 Bushwick Avenue
Brooklyn, NY 11206",25,11206,40.708723,-73.940002,301,34,3071024,3030460001,485,BK0104
Completed (59),6/14/2017,8:30 AM,2:30 PM,RNY Fair (FAIR),Brooklyn Family Support Fair,Brooklyn,Brooklyn College,2705 Campus Rd Brooklyn NY 11210,400,11210,40.632388,-73.950616,314,45,3205803,3075550027,774,BK1401
Completed (59),6/14/2017,10:00 AM,4:00 PM,RNY Fair (FAIR),JetBlue Safety and Security Fair,Queens,JFK,Terminal 5,40,,,,,,,,,
Completed (59),6/14/2017,6:00 PM,7:00 PM,NYCEM 101 (NYCEM),OEM 101,Manhattan,NYU Real Estate Program,11 West 42nd St. Room 523,15,10036,40.75379,-73.981599,105,4,1034198,1012580021,96,MN0502
Completed (59),6/15/2017,9:00 AM,10:00 AM,RNY General Presentation (GEN),General Ready New York Presentation Bilingual,Manhattan,PS/MS 34,730 East 12th Street NY NY 10009,20,10009,40.726473,-73.975181,103,2,1004564,1003810038,28,MN0303
Completed (59),6/15/2017,11:00 AM,1:00 PM,RNY Fair (FAIR),Informational Session,Brooklyn,Coney Island YMCA,"2980 West 29 Street
Brooklyn NY 11224",75,11224,40.573421,-73.995015,313,47,3414027,3070510133,342,BK1302
Completed (59),6/16/2017,11:00 AM,12:00 PM,RNY Hurricane (H),RNY Bilingual Hurricane Preparation,Manhattan,ABSW Senior Center,221 W107th NY NY 10025(ABSW Senior Ceneter)  B Bway and Amsterdam,16,,,,,,,,,
Completed (59),6/16/2017,8:15 AM,10:00 AM,RNY for Kids (KIDS),Ready NY for Kids,Queens,PS 062,97-25 108 Street,700,11419,40.688577,-73.836162,409,29,4197909,4094100001,110,QN0903
Completed (59),6/17/2017,10:00 AM,3:00 PM,RNY Fair/Presentation (FP),Male Summit,Brooklyn,Unity Plaza Grand Street Settlement,576 Blake Ave,50,11207,40.66739,-73.897782,305,42,3336125,3037850015,1134,BK0502
Completed (59),6/17/2017,12:00 PM,2:00 PM,RNY Fair/Presentation (FP),Immigrant Fair,Queens,First United Methodist Church,162-10 Highland Avenue,30,11432,40.709879,-73.800873,408,24,4209096,4097720046,44602,QN1201
Completed (59),6/17/2017,11:00 AM,4:30 PM,RNY Fair (FAIR),Health and Education Fair at Most Worshipful Enoch Grand Lodge A.F & A.M,Brooklyn,The MW Enoch Grand Lodge A.F. & A.M,Von King Park Thompkins Ave Between Lafayette and Greene,20,11216,40.689658,-73.946658,303,36,3000000,3017900001,263,BK0301
Completed (59),6/17/2017,10:30 AM,3:00 PM,RNY Fair (FAIR),Community Health and Resource Fair,Brooklyn,"New Life Center of Truth 
(church)","2400 Snyder Ave
Brooklyn NY 11226",45,11226,40.648704,-73.954313,317,40,3328201,3051100014,794,BK1701
Completed (59),6/17/2017,11:00 AM,2:00 PM,RNY Fair (FAIR),Building Resilience Community Fair,Brooklyn,Red Hook Brooklyn Public Library,7 Wolcott St.,30,11231,40.675513,-74.010249,306,38,3008650,3005770029,5301,BK0601
Completed (59),6/17/2017,9:00 AM,1:00 PM,RNY Fair (FAIR),Key to the City,Bronx,P.S. 30 Wilton,510 East 141 Street,100,10454,40.80937,-73.917584,201,8,2000077,2022670015,39,BX0101
Completed (59),6/19/2017,12:00 PM,1:00 PM,RNY General Presentation (GEN),Presentation for HPD Staff,Manhattan,HPD,100 Gold St,30,10038,40.710353,-74.004007,101,1,1001289,1000940025,1501,MN0101
Completed (59),6/19/2017,2:30 PM,3:30 PM,RNY General Presentation (GEN),RNY Emergency Preparedness/ Hurricane Prep Bilingual,Manhattan,The Center at the Red Oak/ WSFSSH,135 W 106th Street NY NY 10025 B. Columbus and Amsterdam,31,10025,40.799919,-73.964459,107,7,1055957,1018610010,193,MN0703
Completed (59),6/20/2017,1:00 PM,4:00 PM,RNY Fair (FAIR),NYPD Community Outreach Event,Manhattan,SUBWAY STATION MEZZ Fulton Street Commercial Space The Hub,"200 Broadway, New York, NY 10038",350,10038,40.710533,-74.009353,101,1,1089384,1000790015,1502,MN0101
Completed (59),6/21/2017,12:00 PM,4:00 PM,RNY General Presentation (GEN),Presentation for HPD Staff (2 presentations),Brooklyn,Brooklyn Borough Hall,210 Joralemon St,60,11201,40.692459,-73.990491,302,33,3002558,3002667501,9,BK0201
Completed (59),6/21/2017,4:00 PM,7:00 PM,RNY Fair (FAIR),Healthy Relationships Awareness Day,Queens,O'Donahue Park,Beach 17th Street Far Rockaway NY 11691,150,,,,,,,,,
Completed (59),6/21/2017,12:30 PM,3:30 PM,RNY Fair (FAIR),Veteran's Affairs Fair for the Blind,Queens,St. Albans Community Living Center,179-00 Linden Boulevard,200,11434,40.692418,-73.767918,412,27,4539917,4124060100,426,QN1205
Completed (59),6/22/2017,11:00 AM,12:00 PM,RNY General Presentation (GEN),Emergency Preparedness Presentation,Staten Island,New Lane Senior Center,70 New Ln Staten Island NY 10305,6,10305,40.612811,-74.062256,501,49,5042254,5028320068,6,SI0103
Completed (59),6/23/2017,9:00 AM,11:30 AM,RNY Hurricane (H),District Service Cabinet Meeting,Queens,Queens Botanical Garden,43-50 Main Street,50,11355,40.751508,-73.826092,407,20,4439682,4051070200,79702,QN0707
Completed (59),6/23/2017,3:00 PM,6:00 PM,RNY Fair (FAIR),Community Fair,Bronx,Parkchester Train Station  (6 train station),Parkchester - E 177 St,85,,,,,,,,,
Completed (59),6/24/2017,12:00 PM,3:00 PM,RNY for Kids (KIDS),Health and Safety Fair with Ready Girl,Brooklyn,LeFrank Center Rolling Rink,171 East Drive,125,11226,40.65824,-73.963363,355,39,3391508,3011170001,177,BK5591
Completed (59),6/24/2017,10:00 AM,3:00 PM,RNY Fair (FAIR),Resource Fair & Carnival,Brooklyn,Carter G Woodson Elementary,545 Willoughby Ave,80,11206,40.69407,-73.94756,303,36,3048818,3017590013,25901,BK0301
Completed (59),6/26/2017,6:30 PM,8:00 PM,RNY General Presentation (GEN),RNY Emergency Preparedness,Manhattan,"229 East 118 Street New York, NY 10035","229 East 118 Street New York, NY 10035",35,10035,40.798931,-73.938267,111,8,1088111,1017830012,188,MN1102
Completed (59),6/27/2017,6:00 PM,9:00 PM,RNY General Presentation (GEN),Councilman Gentile Town Hall Meeting,Brooklyn,St. Anselm Church - Meletia Hall,356 82 St,30,11209,40.626013,-74.02838,310,47,3152078,3060070026,62,BK1001
Completed (59),6/28/2017,9:00 AM,10:00 AM,RNY General Presentation (GEN),Presentation for HPD Staff,Manhattan,HPD,"105 E 106 St, 5th Floor",40,10029,40.792741,-73.947428,111,8,1052015,1016340003,172,MN1101
Completed (59),6/28/2017,12:00 PM,1:00 PM,RNY General Presentation (GEN),Presentation for HPD Staff,Manhattan,HPD,"105 E 106 St, 4th Floor",35,10029,40.792741,-73.947428,111,8,1052015,1016340003,172,MN1101
Completed (59),6/28/2017,11:00 AM,12:00 PM,RNY General Presentation (GEN),RNY Emergency Preparedness,Manhattan,Carter Burden Luncheon Club,351 E 74 St Bet 1st and Second NY NY 10021,25,10021,40.76962,-73.956197,108,5,1044930,1014490020,134,MN0801
Completed (59),6/28/2017,9:00 AM,2:00 PM,RNY Fair/Presentation (FP),Demystifying Housing Conference,Manhattan,Adam Clayton Powell Jr. Harlem State Office Building,"163 W 125 St, 3 Floor",100,10027,40.808644,-73.947524,110,9,1081602,1019100001,222,MN1001
Completed (59),6/28/2017,10:00 AM,4:00 PM,RNY Fair (FAIR),Jet Blue Health and Safety Fair,Queens,JFK,Terminal 5.,200,,,,,,,,,
Completed (59),6/29/2017,10:00 AM,11:00 AM,RNY General Presentation (GEN),RNY Presentation at DOB / FDNY Functional Exercise,Queens,Fort Totten Base,Totten Ave and 15 Rd,40,,,,,,,,,
Completed (59),6/29/2017,9:00 AM,2:00 PM,RNY Fair (FAIR),Demystifying Housing Conference,Manhattan,Adam Clayton Powell Jr. Harlem State Office Building,"163 W 125 St, 3rd Floor",100,10027,40.808644,-73.947524,110,9,1081602,1019100001,222,MN1001
Completed (59),6/29/2017,4:00 PM,7:00 PM,RNY Fair (FAIR),Kitty Hall,Manhattan,City Hall Park,Broadway & Park Row,250,,,,,,,,,
Completed (59),6/30/2017,9:00 AM,2:00 PM,RNY Fair (FAIR),Demystifying Housing Conference,Manhattan,Adam Clayton Powell Jr. Harlem State Office Building,"163 W 125 St, 3rd Floor",100,10027,40.808644,-73.947524,110,9,1081602,1019100001,222,MN1001
Completed (59),6/30/2017,9:00 AM,2:00 PM,RNY Fair (FAIR),Senior Resource Fair,Brooklyn,St. Francis College,180 Remsen Street Brooklyn NY 11201 4th Floor,250,11201,40.693277,-73.991587,302,33,3335934,3002550036,9,BK0201
Completed (59),7/8/2017,10:30 AM,3:00 PM,RNY Fair (FAIR),Literacy Fair,Manhattan,Emerson Playground,Intersection of 207th Street and Seamen Ave,100,,,,,,,,,
Completed (59),7/9/2017,9:30 AM,4:00 PM,Parade (P),Disability Pride Parade NYC,Manhattan,Madison Park,Madison Ave Between 23rd and 26th Streets,1500,,,,,,,,,
Completed (59),7/10/2017,12:00 PM,1:00 PM,RNY General Presentation (GEN),Presentation for HPD Staff,Manhattan,HPD,100 Gold St,30,10038,40.710353,-74.004007,101,1,1001289,1000940025,1501,MN0101
Completed (59),7/10/2017,10:30 AM,11:30 AM,RNY General Presentation (GEN),Emergency Preparedness for Older Adults,Manhattan,Lott Community Development,421 E 116th Street NY NY 10029,40,10029,40.795597,-73.934424,111,8,1085146,1017100012,178,MN1102
Completed (59),7/11/2017,1:00 PM,2:00 PM,RNY General Presentation (GEN),Emergency Plan Presentation,Brooklyn,GRIOT Circle,25 Flatbush Avenue,12,11217,40.687959,-73.980269,302,35,3059164,3021060024,33,BK0203
Completed (59),7/12/2017,12:30 PM,1:30 PM,RNY General Presentation (GEN),RNY for Older Adults- Hurricane Preparedness and Summer Heat,Brooklyn,Swinging 60s Senior Center,211 Ainslie St Bklyn 11211,45,11211,40.712972,-73.945453,301,34,3069039,3027700001,495,BK0104
Completed (59),7/12/2017,1:00 PM,2:00 PM,RNY General Presentation (GEN),Presentation for HPD Staff,Queens,Queens Borough Hall,120-55 Queens Blvd,15,11415,40.713329,-73.828601,409,29,4052812,4022740002,21601,QN0901
Completed (59),7/12/2017,1:30 PM,2:30 PM,RNY General Presentation (GEN),Securing your Safety when you Move into Permanent Housing,Manhattan,The Andrews Safe Haven- First Floor Multi-Purpose Room,"197 Bowery
New York NY, 10002",35,10002,40.721095,-73.993723,103,1,1005679,1004250008,18,MN0302
Completed (59),7/12/2017,5:00 PM,10:00 PM,RNY Fair (FAIR),Our Lady of Mount Carmel Feast,Brooklyn,Our Lady of Mount Carmel,Havemeyer and N 8 St,1400,,,,,,,,,
Completed (59),7/12/2017,12:00 PM,3:00 PM,RNY Fair (FAIR),Summer Fun Festival,Brooklyn,Riverdale Osborne Complex,440 Watkins St.,150,11212,40.66188,-73.905868,316,41,3326585,3035900050,918,BK1602
Completed (59),7/13/2017,2:00 PM,3:00 PM,RNY General Presentation (GEN),Emergency Preparedness Presentation EAP  Staff Awareness,Queens,Building 40,79-25 Winchester Blvd,25,11427,40.740061,-73.73351,413,23,4438348,4078700001,1567,QN1302
Completed (59),7/13/2017,10:30 AM,11:30 PM,RNY General Presentation (GEN),RNY Presentation @ Anderson Senior Center Bilingual (Spanish),Staten Island,Anderson Senior Center,120 Anderson Ave Staten Island NY 10302,65,10302,40.634927,-74.134422,501,49,5024253,5010360019,213,SI0106
Completed (59),7/13/2017,9:15 AM,10:00 AM,RNY for Kids (KIDS),Ready NY for Summer Camp,Queens,PS 58 Q,72-24 Grand Avenue,80,11378,40.728735,-73.890699,405,30,4607309,4028020001,49302,QN0501
Completed (59),7/13/2017,10:00 AM,10:45 AM,RNY for Kids (KIDS),Ready NY for Summer Camp,Queens,PS 58 Q,72-24 Grand Avenue,80,11378,40.728735,-73.890699,405,30,4607309,4028020001,49302,QN0501
Completed (59),7/15/2017,10:00 AM,3:00 PM,RNY Fair (FAIR),Go Africa Harlem Street Festival,Manhattan,116th Street Btw 7 & 8th ave,116th Street Btw 7 & 8th ave,600,,,,,,,,,
Completed (59),7/15/2017,12:00 PM,4:00 PM,RNY Fair (FAIR),Community Day in East New York,Brooklyn,Schenck Playground,Schenck and Livonia Ave,100,,,,,,,,,
Completed (59),7/15/2017,10:00 AM,3:00 PM,RNY Fair (FAIR),Hart St. Block Association Block Party,Brooklyn,Hart St Between Nostrand Ave and Marcy Ave,Hart St Between Nostrand Ave and Marcy Ave,50,,,,,,,,,
Completed (59),7/15/2017,3:00 PM,8:00 PM,RNY Fair (FAIR),NYC Soccer Block Party,Bronx,PS 49x,"383 East 139th Street, Bronx, NY 10454",150,10454,40.810085,-73.923102,201,8,2000626,2023020040,39,BX0101
Completed (59),7/15/2017,3:00 PM,8:00 PM,RNY Fair (FAIR),Our Lady of Mount Carmel Feast,Brooklyn,Our Lady of Mount Carmel,Havemeyer and N 8 St,1100,,,,,,,,,
Completed (59),7/16/2017,11:00 AM,4:00 PM,RNY Fair (FAIR),27th B-Day of the Americans with Disabilities Act NYC DOT Weekend Walks,Manhattan,Chinatown Partnership,83 Mott Street,600,10013,40.716537,-73.997947,103,1,1002391,1002000017,2902,MN0301
Completed (59),7/18/2017,10:00 AM,11:00 AM,RNY General Presentation (GEN),RNY Presentation at the Brooklyn Family Support Advisory Council,Brooklyn,Brooklyn Family Support Advisory Council,"888 Fountain Ave, Brooklyn NY 11239",20,11239,40.656717,-73.86441,305,42,3327531,3045860300,107001,BK0504
Completed (59),7/18/2017,10:00 AM,11:00 PM,RNY General Presentation (GEN),Bilingual Emergency Preparedness for Older Adults,Staten Island,Stapleton Neighborhood Senior Center,189 Gordon St,50,10304,40.623124,-74.082838,501,49,5108860,5005450100,29,SI0102
Completed (59),7/18/2017,11:00 AM,12:30 PM,RNY Fair/Presentation (FP),Seniors Presentation,Bronx,PSS Morrisania Air Rights Senior Center,"3135 Park Ave, 20th Floor",9,10451,40.82415,-73.917164,204,16,2100990,2024209078,173,BX0401
Completed (59),7/18/2017,9:00 AM,1:00 PM,RNY Fair (FAIR),City Resource Fair in Queens,Queens,Queens Borough Hall,120-55 Queens Blvd,228,11415,40.713329,-73.828601,409,29,4052812,4022740002,21601,QN0901
Completed (59),7/19/2017,12:00 PM,1:00 PM,RNY General Presentation (GEN),Presentation for HPD Staff,Manhattan,HPD,"94 Old Broadway, 7th Floor",40,10027,40.818149,-73.955396,109,7,1059727,1019860065,219,MN0902
Completed (59),7/19/2017,6:00 PM,9:30 PM,RNY Fair (FAIR),A Summer Movie Under the Stars,Brooklyn,Prospect Park,Long Meadow North,300,,,,,,,,,
Completed (59),7/19/2017,10:00 AM,2:00 PM,RNY Fair (FAIR),NYCEM Summer Outreach/ High Water Press Conference,Queens,Far Rockaway,Beach 98 St & Shore Front Pkwy,60,,,,,,,,,
Completed (59),7/20/2017,6:30 PM,7:30 PM,RNY General Presentation (GEN),Preparedness Presentation @ Tapestry,Manhattan,Tapestry,245 E 124 Street NY NY 10035,30,10035,40.802591,-73.935258,111,8,1087552,1017890021,242,MN1102
Completed (59),7/20/2017,7:00 PM,8:30 PM,RNY Fair (FAIR),Summer Concert Series Tabling Silver Lake Park,Staten Island,Silver Lake Park,Forest Ave @ Haven Esplanade,200,,,,,,,,,
Completed (59),7/21/2017,6:30 PM,7:30 PM,RNY General Presentation (GEN),RNY Presentation at House Justice Deaf Club,Manhattan,House Justice Deaf Club,106 W 145th St NY NY 10039,30,10039,40.820655,-73.936765,110,9,1060172,1020130029,232,MN1002
Completed (59),7/22/2017,9:00 AM,2:00 PM,RNY Fair (FAIR),Tots and Teens in Focus Fair,Brooklyn,Bethel Deliverance Gospel Church  Bet ENY and Pitkin,397 Rockaway Ave  Brooklyn NY 11212,70,11212,40.670302,-73.910888,316,41,3080674,3034890165,906,BK1602
Completed (59),7/23/2017,12:00 PM,5:00 PM,RNY Fair (FAIR),Bark in the Park at MCU Park,Brooklyn,MCU Park Coney Island,MCU Park Coney Island,175,11224,40.574125,-73.98382,313,47,3341513,3070730101,352,BK1302
Completed (59),7/25/2017,10:00 AM,12:00 PM,RNY General Presentation (GEN),RNY ESOL Presentation,Queens,CCHC,156-03 Horace Expressway,100,,,,,,,,,
Completed (59),7/26/2017,12:30 PM,1:30 PM,RNY General Presentation (GEN),Presentation for HPD Staff,Brooklyn,HPD,701 Euclid Ave,75,11208,40.669676,-73.870515,305,42,3098536,3044610001,120801,BK0505
Completed (59),7/26/2017,12:00 PM,1:30 PM,RNY General Presentation (GEN),RNY ESOL Presentation,Brooklyn,Kingsborough Community College,2001 Oriental Blvd,40,11235,40.578497,-73.9349,315,48,3326937,3087600060,616,BK1503
Completed (59),7/26/2017,10:00 AM,2:00 PM,RNY General Presentation (GEN),RNY Train the Trainer for Faith Leaders,Brooklyn,Brooklyn Neighborhood Health Action Center,485 Throop Ave,35,11221,40.685654,-73.941462,303,36,3051782,3018260001,277,BK0302
Completed (59),7/26/2017,6:00 PM,9:30 PM,RNY Fair (FAIR),A Summer Movie Under the Stars,Brooklyn,Prospect Park,Long Meadow North,150,,,,,,,,,
Completed (59),7/26/2017,10:00 AM,2:00 PM,RNY Fair (FAIR),4th Annual Transition Resource Fair,Queens,Access VR,11-15 47th Ave LIC NY,200,11101,40.744926,-73.950179,402,26,4000477,4000560018,702,QN0201
Completed (59),7/28/2017,10:00 AM,11:00 AM,RNY for Kids (KIDS),Ready NY for Kids at NYPD Summer Youth Academy,Manhattan,George Washington High School,540 Audubon Ave,150,10040,40.855718,-73.927247,112,10,1063875,1021610055,277,MN1202
Completed (59),7/28/2017,11:00 AM,3:00 PM,RNY Fair (FAIR),Haitian American Community Coalition Health and Wellness Expo,Brooklyn,Flatbush Caton Market Plaza,Flatbush and Caton Ave.,100,,,,,,,,,
Completed (59),7/29/2017,10:00 AM,3:00 PM,RNY Fair (FAIR),Councilmember Mathieu Eugene�s Family Fun Day,Brooklyn,Parkside Playground,Winthrop St Between Bedford and Rogers Aves,75,,,,,,,,,
Completed (59),7/29/2017,10:00 AM,3:00 PM,RNY Fair (FAIR),"Jungle Gym 2017 Summer Series, Street Fair",Manhattan,3rd Ave b.  E 115-117th Streets,3rd Ave b.  E 115-117th Streets,200,,,,,,,,,
Completed (59),7/29/2017,11:00 AM,4:00 PM,RNY Fair (FAIR),Health and Wellness Fair,Brooklyn,Kings Highway United Methodist Church,"1387 East 37th Street Brooklyn, NY 11210",100,11210,40.622081,-73.939205,318,45,3209961,3076550028,738,BK1801
Completed (59),7/29/2017,10:00 AM,3:00 PM,RNY Fair (FAIR),RCCG Tabernacle of Restoration's  Community Health Fair,Bronx,Tabernacle of Restoration,4640 Furman Ave Bronx NY 10470,100,10470,40.902246,-73.85017,212,11,2071148,2050850022,434,BX1203
